region,city,city_region,latitude,longitude,lat_lon_hdbscan_cluster_05_03,lat_lon_hdbscan_cluster_10_03,lat_lon_hdbscan_cluster_20_03,region_id,city_region_id
Тюменская область,Упорово,Упорово Тюменская область,56.31224229999999,66.27325549999999,-1,-1,-1,23,1646
Тульская область,Ясногорск,Ясногорск Тульская область,54.4808396,37.6941279,9,6,4,22,1819
Нижегородская область,Сокольское,Сокольское Нижегородская область,57.1447448,43.1648753,3,2,1,11,1449
Калининградская область,Неман,Неман Калининградская область,55.0276261,22.0268891,0,0,0,7,999
Удмуртия,Яр,Яр Удмуртия,58.24337910000001,52.1110271,-1,-1,-1,24,1811
Белгородская область,Ливенка,Ливенка Белгородская область,50.45106639999999,38.2880695,37,21,11,2,863
Краснодарский край,Новотитаровская,Новотитаровская Краснодарский край,45.2366074,38.9712108,46,41,9,9,1095
Ростовская область,Кулешовка,Кулешовка Ростовская область,47.075975,39.5503769,46,40,9,16,809
Краснодарский край,Красносельский,Красносельский Краснодарский край,45.3906626,40.5991335,46,44,9,9,762
Свердловская область,Красноуральск,Красноуральск Свердловская область,58.3302967,60.07133249999999,60,37,21,19,766
Воронежская область,Верхняя Хава,Верхняя Хава Воронежская область,51.8375076,39.9312958,38,22,11,5,307
Красноярский край,Уяр,Уяр Красноярский край,55.8204208,94.3411473,16,9,6,10,1678
Ростовская область,Зимовники,Зимовники Ростовская область,47.1284352,42.4543661,-1,-1,9,16,543
Воронежская область,Ольховатка,Ольховатка Воронежская область,50.2794069,39.2773996,-1,-1,11,5,1154
Иркутская область,Тулун,Тулун Иркутская область,54.56990769999999,100.5817565,-1,-1,-1,6,1610
Пермский край,Горнозаводск,Горнозаводск Пермский край,58.3777621,58.3243274,34,19,-1,15,384
Тюменская область,Нижняя Тавда,Нижняя Тавда Тюменская область,57.670116,66.1742259,-1,-1,-1,23,1025
Владимирская область,Судогда,Судогда Владимирская область,55.951057,40.8600241,3,2,1,3,1516
Воронежская область,Эртиль,Эртиль Воронежская область,51.8427485,40.80709969999999,-1,-1,-1,5,1784
Ставропольский край,Солдато-Александровское,Солдато-Александровское Ставропольский край,44.26340099999999,43.7629729,46,39,9,20,1451
Челябинская область,Увельский,Увельский Челябинская область,54.4414354,61.36198839999999,61,30,20,26,1631
Татарстан,Тетюши,Тетюши Татарстан,54.94792690000001,48.8247416,47,26,14,21,1574
Калининградская область,Нестеров,Нестеров Калининградская область,54.6305473,22.5691252,0,0,0,7,1000
Свердловская область,Карпинск,Карпинск Свердловская область,59.7653982,60.0134853,18,10,-1,19,656
Саратовская область,Светлый,Светлый Саратовская область,51.676944,45.6263891,28,15,-1,18,1389
Омская область,Черлак,Черлак Омская область,54.1576836,74.7964453,12,8,5,13,1726
Челябинская область,Аргаяш,Аргаяш Челябинская область,55.48571030000001,60.87519529999999,-1,-1,21,26,66
Ставропольский край,Григорополисская,Григорополисская Ставропольский край,45.29387699999999,41.0546109,46,44,9,20,412
